Start,End,Name,Text
6149140,6150540,Julia,I hear a bird in one of them
6150540,6151660,Jacob,Yes
6153160,6154240,Julia,Colonel
6157090,6158030,Julia,"Wait, hold on"
6160870,6163050,Julia,Why am I hearing birds but not seeing birds?
6164300,6166390,Jacob,It's theater of the mind
6166390,6167550,Julia,Holy
6176190,6176820,Julia,Okay
6177950,6182450,Julia,"Well, bird, if you're here, I can't free you because I cannot see you. Am I boring you?"
6182910,6184260,Jacob,Oh
6184930,6185680,Jacob,Yeah
6187450,6190080,Jacob,Could you like play more exciting style?
6191750,6192780,Julia,What about this?
6193460,6195380,Jacob,
6194920,6195670,Julia,What about this?
6197100,6199060,Jacob,Now we're getting somewhere
6199190,6200810,Julia,"I need that book, hey!"
6201570,6203750,Julia,"Well, I gotta go underneath and then shoot it"
6204730,6205450,Julia,Is that right?
6207060,6207630,Julia,Where is it?
6207630,6209220,Jacob,There's a question mark
6209370,6211460,Julia,?At the restaurant?
6214430,6217380,Jacob,What if you shoot it from here? Will it fall down there?
6217380,6218040,Julia,Shit
6218800,6220460,Jacob,Save yourself the trouble
6220460,6222670,Julia,"Jacob, you're a genius"
6224170,6226700,Jacob,Easy mode
6228590,6231610,Jacob,You were just so excited to get a bunch of glass in your face
6231950,6234020,Julia,"Listen, it's the theme of the day"
6234020,6236770,Jacob,"You're like, it would be so funny"
6241010,6242020,Julia,"Ooh, more blood"
6249010,6250860,Julia,"Okay, I'm going to suspect"
6257780,6261930,Julia,"All right, they're probably behind this breakable wall"
6262170,6263270,Jacob,Probably
6266350,6267740,Julia,"Oh, wait, is there anything in this?"
6269780,6272090,Jacob,"Little something for James, little treat for James"
6272020,6273880,Julia,"Apparently not, okay"
6284260,6286000,Jacob,"Come on, show yourself"
6287800,6289520,Jacob,Show yourself
6295940,6297490,Jacob,"They're not going to do it, Julia"
6298970,6300040,Jacob,You know they're
6300660,6301540,Jacob,Squirmer
6302840,6304150,Julia,"James, why'd you put your gun out?"
6304090,6305100,Jacob,The squirmler
6310740,6313200,Jacob,"Just kind of went, ah, and closed the door"
6317110,6318030,Julia,"Oh, thanks"
6322630,6323640,Julia,That was pretty good
6326360,6327150,Julia,Don't mind me
6330460,6331170,Julia,Good measure?
6332250,6333210,Julia,Uh
6338360,6339070,Julia,What we got?
6343690,6346800,Julia,"Yep, cannot be opened by hand"
6347490,6349130,Julia,"I see, that's why I couldn't"
6349560,6350540,Jacob,"Hi, buddy"
6355440,6356970,Jacob,Can you open it by foot?
6358070,6360720,Julia,"?That's a good question. Oh, we should go get that book, I guess"
6362190,6363230,Julia,Let's go get it
6364310,6365430,Julia,"It's one floor down, right?"
6365430,6366590,Jacob,Go to De Blanc
6367370,6368110,Julia,Yep
6370860,6372650,Julia,sing
6373780,6375150,Julia,"? Go to the boat. ,"
6378690,6380140,Julia,"Oh, I went the wrong way"
6383430,6385690,Julia,I'm just going to make sure. I think it's the restaurant
6390180,6391520,Julia,"Whatever, I'll go"
6392440,6393410,Julia,Stupid restaurant
6393410,6396780,Jacob,"Oh, I'm sorry, Joy, was my laugh not good enough for you anymore?"
6397780,6401080,Jacob,"You got places to be, you got things to do"
6398170,6399300,Julia,"I need the ants, man"
6404360,6406480,Jacob,You want to sniff Julia's headphones?
6406480,6407410,Julia,Yeah
6409020,6409890,Julia,There it is
6410200,6411670,Jacob,"Oh, you got too hot, huh?"
6413070,6414790,Jacob,Make some space for you there
6414840,6416470,Julia,"Oh, I thought she was moving it"
6416810,6418620,Jacob,I'm making space
6419650,6420860,Julia,holding space?
6422160,6422890,Julia,Okay
6426500,6427630,Jacob,Can open
6428860,6431810,Julia,"Great, you opened that like a freaking psycho"
6432720,6436890,Jacob,That's how I had to open that can of beans that one time when our can opener broke
6437080,6438930,Julia,"Yeah, that's true"
6438930,6441360,Jacob,I just had to take a knife to the can of beans
6441360,6442980,Julia,"Yeah, yeah, you did"
6442980,6445040,Jacob,I felt truly alive in that moment
6445040,6445890,Julia,Yeah
6447640,6448740,Julia,Resourceful
6450020,6453160,Julia,"That's what you were. That's upstairs, right?"
6454260,6455980,Julia,"Yeah, OK"
6460620,6465070,Jacob,Any of y'all ever opened a can of beans with a chef's knife chat?
6467820,6468850,Julia,It's pretty exciting
6468850,6470420,Jacob,It's pretty exciting stuff
6475050,6475820,Jacob,No
6476530,6481710,Jacob,"No, yes, yes, hell yeah"
6482740,6484520,Julia,"Oh, job's done"
6484520,6485540,Jacob,Day done
6488450,6492260,Julia,"Job's done. Oh, is that what the words are? All right"
6495360,6496920,Jacob,It's not Milk-a-Mary
6500180,6501020,Julia,D
6501020,6503520,Jacob,Bead
6509030,6510690,Jacob,Deed done
6517890,6520880,Jacob,"It's my favorite anime, D-D-Dun"
6522450,6524590,Jacob,deed-de-done
6526400,6528290,Julia,"keep workshopping it, I think you'll get there"
6528290,6529450,Jacob,dee-da-dun
6532880,6534430,Julia,"All right, I'm gonna save"
6539810,6543190,Julia,I'll miss James's little blank face staring at me
6544660,6547040,Jacob,You can boot the game up and look at it anytime
6547290,6548540,Julia,It won't be the same
6566680,6567250,Julia,Oh
6568770,6570240,Julia,"Well, don't I feel silly?"
6570120,6571570,Jacob,"Well, well, well"
6572470,6576130,Jacob,"James, you found yourself in the employees chambers"
6578210,6579400,Jacob,What will you do?
6580520,6581070,Jacob,!Ah!
6585750,6586220,Julia,What happened?
6586220,6586960,Jacob,What's up?
6589660,6590930,Julia,That you got hurt
6591110,6596300,Jacob,"No, I have been sitting in a one way for so long that when I adjusted, I had to scream"
6602570,6604120,Julia,I have to leave all my stuff behind
6607400,6608390,Julia,Oh
6616580,6618030,Julia,I've been stripped. Bear!
6633120,6634750,Julia,"A one person elevator, huh?"
6635700,6637790,Julia,"What is this, a Parisian elevator?"
6638670,6640490,Jacob,Good thing you are one person
6644520,6647460,Jacob,This ain't good. This ain't good for James
6651410,6653010,Julia,I don't even have a map?
6659580,6660010,Julia,Okay
6660020,6663290,Jacob,"No, Mappa's the studio that did Jujutsu Kaisen"
6664960,6666090,Julia,"You're so right, though"
6667150,6669140,Jacob,I'm making the Julia jokes tonight
6670010,6671020,Julia,I like it
6671690,6672760,Jacob,I can tell
6672970,6676370,Julia,"Sorry, I'm stressed, I'm being pursued"
6681630,6682900,Jacob,"Oh, look at this"
6682900,6684300,Julia,"Oh, isn't this lovely?"
6685130,6687670,Julia,Isn't this lovely?
6688450,6691620,Julia,"Hey, what's everyone's least favorite Christmas song?"
6692040,6694050,Jacob,simply having a wonderful Christmas time
6694050,6697070,Julia,"I was going to say, mine is simply having a wonderful Christmas time"
6697070,6699030,Jacob,One of the worst songs I've ever heard in my entire life
6698980,6703520,Julia,sing together
6705360,6708190,Julia,It's like he was forced to make the song
6708930,6710660,Julia,and he did it out of resentment
6712980,6717780,Jacob,The chorus literally sounds like it's a record that's like skipping
6719090,6719840,Julia,Yeah
6720780,6732610,Julia,"My favorite line of that is when he does the second verse and he's already established sort of like the rhythm of the song, and then he goes, oh, that's enough"
6733350,6738180,Julia,"He just like skips a line and just like kind of groans and goes, that's enough"
6739380,6742030,Julia,"Simply, happily"
6742030,6745550,Jacob,"One of the Christmas songs, simply"
6746570,6750010,Jacob,having a wonderful Christmas simply
6752120,6757110,Julia,the fire of angel bliss
6757770,6760470,Julia,I don't know what I just interacted with because I can't see
6762900,6767310,Julia,"Ding dong! Like, ding dong sounds so sarcastic"
6768720,6777160,Julia,"It's like he wrote it and he was hungover and he was like, the freaking church bells, I'm going to lose my mind"
6780870,6781650,Julia,Oh
6784620,6785040,Julia,Nice
6785040,6787780,Jacob,"Santa baby's pretty rough too, for me"
6788310,6791930,Julia,"Oh yeah, I also don't like Santa bee"
6792650,6797140,Julia,"Holy down the chimney for me, boy boy"
6797820,6806320,Julia,"Scooby-Dooby-Dooby-Doo. It's the fact that the original is kind of sung with like a baby tone, like really... ugh"
6804430,6804770,Jacob,Yeah
6807990,6809380,Julia,"Yeah, it ain't good, Scoob"
6824660,6825310,Julia,Can I help you?
6826960,6827730,Jacob,Hello?
6827840,6828930,Julia,Can't get me
6829570,6830600,Julia,I'm in the break room
6836640,6838820,Jacob,"Listen, I got no problem with Eartha Kitt"
6839090,6840560,Julia,I love Eartha Kidd
6840240,6841790,Jacob,I think Eartha Kitt's great
6842450,6844780,Jacob,But I don't think Santa Baby is great
6849060,6851190,Julia,It was not a judgment on Eartha Kitt
6851190,6854480,Jacob,I can hold two truths in my mind simultaneously
6859850,6862840,Jacob,Do they know it's Christmas time is also atrocious? Yes
6863160,6867680,Julia,That one's atrocious on like a writing level
6867510,6868370,Jacob,Yeah
6869470,6871590,Jacob,And the fucking Christmas shoes one
6872610,6878600,Julia,"Christmas shoes, Christmas shoes is like, whoever wrote that was like, Oh my God"
6879290,6881650,Julia,I'm going to freaking rake it in with the money
6881650,6882480,Jacob,Yeah
6882480,6883950,Julia,People are going to weep
6884770,6887140,Jacob,It's like manipulative sad
6887140,6888300,Julia,Yeah
6889350,6890970,Jacob,Which always pisses me off
6890970,6892060,Julia,Yeah
6894150,6896520,Jacob,"I'm like, you're trying to make me sad and you haven't earned it"
6897950,6900210,Jacob,You have not earned my tears
6900480,6903990,Julia,"You do like have a particular hate,"
6904870,6906800,Julia,for like
6907960,6910050,Julia,sentimental commercials too
6910810,6912330,Jacob,"Yeah, because they haven't earned it"
6912400,6914030,Julia,",Yeah, well, because"
6914030,6920280,Jacob,It feels like they're trying to manipulate me into feeling something so that I buy their fucking folders
6921220,6927480,Jacob,"They don't care if I feel something, they don't care about me. -They're not trying to say something that is true and real"
6927480,6933270,Julia,They're just trying to say you too could have this moment where you don't understand if this person is dating or siblings
6933910,6935580,Julia,"Um, buy this coffee"
6940310,6941640,Julia,I'm just gonna go
6949420,6957200,Julia,"Yeah, and then every iteration of Santa Baby, I don't like. -Like no one's improved on it. -No. -And that's like truly when you know,"
6954700,6955070,Jacob,No
6957960,6964570,Julia,"You know a song is bad for two reasons. One, a legendary singer sung it and it's bad and you still don't like it"
6965220,6970240,Julia,And other people have tried their takes on it and none of them have worked for you
6974990,6975970,Julia,I also want to say
6977480,6978580,Julia,If you like
6979810,6981030,Julia,Santa baby
6981030,6982070,Jacob,Then get out!
6983290,6986460,Julia,You're fine to have that opinion?
6985940,6987000,Jacob,You're a pervert
6987000,6988450,Julia,I just want to know
6988100,6989670,Jacob,You're a nasty little freak
6989670,6990980,Julia,You've ruined my bit
6990980,6994270,Jacob,"Sorry, I thought I was trying to like do a bit with you"
6995440,7002290,Julia,"Well, I was going to go on like a whole thing about how you're like fine to have your opinions, but you're stupid for having it"
7003200,7008110,Julia,"but then you just said that they were stupid throughout the whole thing, and now I just feel like I'm bullying"
7009560,7013700,Jacob,I... there was a misinterpret. Can I tell you what happened?
7012650,7014260,Julia,"Yeah,"
7014910,7017680,Jacob,"I thought that you were going to say,"
7018000,7019860,Julia,Something sincere like I usually do?
7018930,7025440,Jacob,Something sincere like you usually do like that it is fine to like something that we don't like and you know all that kind of thing
7025440,7026940,Julia,"because that's normally what I would say, yeah"
7026840,7034980,Jacob,"That's normally what you would say. -And so I was like, it would be funny if I interspersed your sincere thing with being needlessly antagonistic"
7035720,7041760,Jacob,"And then we'd be going back and forth with you sincere, me antagonistic. -I didn't realize you were doing an inversion on the formula"
7041760,7042840,Julia,"Yeah, yeah"
7042590,7044980,Jacob,And so I played in the wrong space
7044980,7047500,Julia,"No, I understand where the miscommunication was"
7047500,7049030,Jacob,"And for that, I apologize"
7048830,7050380,Julia,I'm just saying you're an asshole
7050760,7051720,Jacob,I
7054570,7056900,Jacob,am going to resign
7060760,7062380,Jacob,I'm going to resign
7062380,7063720,Julia,Normally
7064660,7066700,Julia,"Normally, that is the bit that I do"
7068540,7069670,Julia,Just sometimes
7068860,7073180,Jacob,"Well, it's not even a bit, you just don't want people to feel bad, which is nice"
7070570,7071260,Julia,Yeah
7073180,7073910,Julia,Yeah
7074900,7077100,Julia,"Um, I do"
7078190,7080590,Julia,"I am trying to play with it though, you know?"
7080560,7081320,Jacob,Yeah
7083090,7083930,Julia,Interesting
7085840,7087170,Julia,This game sucks
7088890,7090430,Julia,How did they invent this game?
7091470,7094040,Jacob,D and D? Just roll a 20
7095900,7096860,Jacob,Get a crit
7096860,7101770,Julia,"Wait, like my problem is that I can't see which one's being highlighted a lot of the time"
7104690,7104890,Julia,I'm sorry
7104890,7106410,Jacob,What are we trying to make here?
7106860,7108370,Julia,The thing that's on the wall
7110260,7110970,Julia,Sorry
7111860,7114610,Julia,It's like people in a boat and then the reflection of the boat
7115120,7116350,Julia,is how I'm seeing it
7118090,7119300,Jacob,"All right, just make that"
7119600,7120430,Julia,Okay
7121560,7122980,Julia,"OK, so that one's right"
7121650,7123030,Jacob,"Yeah, that goes there"
7123760,7130030,Jacob,"And then that one goes on the top. -Red goes on top, yeah, yeah, yeah. -Yes, yes, yes"
7128380,7129160,Julia,Yes!
7131840,7133680,Jacob,7414
7133680,7143500,Julia,"7-414, all right, that's like in the middle of it. Yeah, yeah, yeah. Hey, how's it going, ladies? I respect women, I called you ladies"
7146340,7148110,Julia,Not bitches like I normally would
7148290,7149420,Jacob,Hey
7149000,7150100,Julia,Hey
7152780,7154370,Julia,"seven, four, one"
7156120,7157660,Julia,"I'm joking, I would never"
7158960,7161000,Jacob,The videotape!
7159950,7161510,Julia,The videotape
7163850,7164600,Julia,Okay
7168000,7168800,Julia,Excuse me
7168800,7170640,Jacob,And the basement key
7170640,7173930,Julia,"Yeah, I saw the door in the basement, is that that E?"
7181050,7185890,Julia,the choir of angels sing their song
7189820,7190780,Julia,Have I been in here?
7198380,7201890,Julia,"Okay, it just won't wash off, order new sheets, okay"
7203220,7206500,Julia,"When I get frustrated with laundry, that's how I feel too"
7210410,7211560,Jacob,jinkies
7210760,7211030,Julia,Thank you
7212620,7213680,Julia,"It's fine, actually"
7215070,7216130,Julia,"Oh, it's not fun"
7215070,7218220,Jacob,James is about to go double haunted by watching the ring tape
7219270,7222210,Jacob,"Dude, what would happen if you watched the ring in Silent Hill?"
7223340,7226090,Jacob,And you brought in freaking Samara
7228100,7232480,Jacob,What would she do here? Would it be like Sadako versus Kayako?
7233140,7234200,Julia,Whoa
7234200,7236140,Jacob,Where they like pit them against each other
7236400,7238150,Julia,pyramid head versus
7238150,7239770,Jacob,versus Samara
7239770,7240680,Julia,Samara?
7241640,7244180,Julia,"Oh, I thought I could watch the VHS tape here"
7244770,7245910,Julia,That was my mistake
7245680,7248180,Jacob,Why would you think that because there's a TV that's on?
7248180,7250450,Julia,And that's like making noise actively
7251200,7252180,Julia,That's the elevator
7253540,7258370,Julia,"Elevator, elevator, take me home. I saw the freaking basement! There it is"
7260510,7263040,Julia,"Sounds like sculpture, right? What's that?"
7263870,7265960,Julia,"It's okay, we're doing okay"
7271450,7272310,Julia,Okay
7277250,7278450,Julia,"Even here, huh?"
7278640,7280730,Jacob,"Even here, even now"
7285170,7286650,Julia,"Hmm, that's unfortunate"
7290900,7291580,Julia,"No, I'm not"
7293450,7294400,Julia,I'll go this way
7302210,7304520,Jacob,"It's Onsta's bee day, is this true?"
7305180,7305970,Julia,Really?
7306970,7309310,Jacob,"Someone in chat said it, it has to be true"
7312650,7318710,Jacob,"You can't say that if it's not true. -It is, oh my god, happy birthday to Onsta"
7318710,7320300,Julia,Is Asta streaming?
7319930,7321080,Jacob,Nasa's streaming
7321550,7323560,Julia,)We will... raid
7323560,7327760,Jacob,"We will raid and everyone will say happy birthday Onsta, every single one of you"
7327760,7329750,Julia,Every single person that raids
7330530,7331910,Julia,Which better be everyone
7336010,7338690,Julia,"Ding dong, ding dong"
7340090,7342520,Jacob,"I guess if you ever find a save point, we'll"
7349600,7352240,Julia,"Damn, I was really hoping to finish Silent Hill tonight"
7352950,7355600,Julia,"Not that I'm not having a great time, just"
7357220,7360480,Julia,"You know, I've been wanting to play other things"
7360480,7362230,Jacob,"I mean, unless you want to go late"
7362590,7365310,Julia,I don't know how much longer we have is the problem
7372430,7372930,Julia,Ah
7374170,7376380,Julia,I was hoping they wouldn't scream
7378450,7380640,Julia,I'm getting reckless because I
7384170,7386600,Julia,I just... I'm like taking shortcuts now
7389060,7390330,Jacob,"Go ahead, James"
7392610,7394130,Jacob,He's pumping the valve
7398250,7399780,Jacob,He's really slow at it
7401690,7403140,Jacob,Probably a stream more
7404910,7405970,Julia,one stream more
7405970,7408840,Jacob,Yeah.  One stream more
7411340,7413400,Jacob,Roughly an hour left of game
7413550,7414510,Julia,Hmm
7417700,7419390,Jacob,So we ain't finishing it now
7427890,7431290,Julia,The stress I felt picking a key off of a
7432570,7434390,Julia,machine over a grate
7436420,7437510,Julia,It's pretty
7438560,7439640,Julia,Pretty high
7440900,7442420,Jacob,Every time I'm holding
7443080,7447770,Jacob,our car keys slash apartment keys and we get in the elevator in our building
7448650,7452410,Jacob,I'm like gripping those things so tight because there's like a crack this big
7453110,7453680,Julia,Yeah
7453480,7456250,Jacob,between the elevator and the floor
7456250,7457020,Julia,Yeah
7456850,7459180,Jacob,"And I'm like, one false move"
7460750,7470640,Jacob,"And I drop those keys. -If I drop the keys, they're going right in there. -I know that for a fact. -They will not bounce. -They will nothing but net in the crack and be gone forever"
7465690,7466170,Julia,Yeah
7478220,7479380,Julia,"Come on, Jane"
7486130,7487330,Jacob,Why don't you... yeah
7490000,7492040,Jacob,He wasn't ready
7498620,7503880,Jacob,"The Eddie slash James marriage cutscene is 35 minutes long, so be sure to account for that"
7504890,7506920,Jacob,Spoilers for the ending
7506920,7509320,Julia,"Damn, ruining everything"
7509080,7510920,Jacob,"It's a little wet in here, huh?"
7511290,7514720,Julia,"It's a little wet and wild. I've heard of a wet bar, but"
7514720,7515700,Jacob,Better leave
7517180,7518130,Julia,25
7523090,7525720,Julia,A millionth time James has gotten his shoes wet
7527470,7529360,Jacob,His socks got to be soaked
7530060,7531440,Julia,"I hate wet socks, man"
7534390,7537250,Julia,"The little mermaid figure, oh boy"
7539570,7540640,Julia,That's unfortunate
7552770,7554310,Jacob,"The stream's over, bud"
7555320,7557870,Jacob,You don't need to think about those fish tackles
7557390,7557980,Julia,Oh
7562730,7563990,Jacob,Are you okay?
7564040,7566290,Julia,I just wanted to finish today
7565830,7568600,Jacob,"No, we can't"
7569590,7571080,Jacob,There was too much game
7573310,7575310,Jacob,"There's too much, Julia, there's just too much game"
7575310,7580870,Julia,"just got lost a little less, maybe we could have done it"
7580870,7584040,Jacob,next time and then we'll have an hour to do something else
7584160,7589610,Julia,Now I look stupid for wearing this outfit again for the last stream. It's not even last stream
7589610,7591750,Jacob,"That is true, you do look stupid"
7591500,7593020,Julia,", I look stupid"
7593020,7594540,Jacob,You look so stupid
7594520,7596640,Julia,"I saved, right? I'm just going to save it"
7597050,7599830,Jacob,You look so dumb right now
7601640,7603130,Jacob,"Honestly, I've got the it"
7604710,7606720,Jacob,Because of how dumb you look
7604750,7604980,Julia,Well
7606720,7607970,Julia,Whoa
7610310,7613170,Julia,Is that the first time I've given you the yick?
7611770,7614140,Jacob,"I'm icked, I'm icked"
7614140,7615980,Julia,Is that the first time?
7616290,7618680,Jacob,"No, I don't get the ick from you"
7619980,7622670,Jacob,because I love you
7622820,7623930,Julia,Whoa
7624770,7625920,Jacob,Thanks for listening
7630390,7631750,Julia,I was just thinking about
7632720,7641990,Julia,"phrases that we hate that's used on social media a lot, and for a while I didn't like the ick, but the one that's been like driving me up a wall is healing my inner child"
7642730,7643660,Jacob,Oh yeah
7644430,7644860,Julia,Anyway
7644860,7646760,Jacob,It's because I keep getting it in ads
7647140,7647680,Julia,Yeah
7647680,7652520,Jacob,"They're like, this product really healed my inner child and I'm like, no, it fucking didn't"
7654170,7656230,Jacob,There's no child in there
7656870,7659960,Jacob,"You're an adult, there's not a child in there"
7660550,7662950,Jacob,Heal your adult self
7663080,7669950,Julia,"Have fun. What you actually mean is that you had fun in your adult life, which is what you're supposed to be doing"
7669480,7671380,Jacob,You played with a Lego
7671380,7675940,Julia,Like just freaking do it. Play is really important as important to
7678880,7683670,Julia,"Have fun as an adult. It's not illegal, do it, it's good for you"
7682960,7684280,Jacob,It's okay
7686050,7693410,Jacob,"Anyways, I'm going to read some subs and then we're going to raid Onsta"
7694170,7696800,Jacob,So that you can wish Onsta a happy birthday
7699430,7702770,Jacob,"Okay, I'm going to read subs now"
7700240,7701370,Julia,Where's my what?
7703650,7706010,Jacob,Beating the shit out of my inner child
7707530,7710360,Jacob,This product really beat the shit out of my inner child
7712120,7716000,Jacob,"Okay, thank you for subscribing to"
7716410,7717030,Julia,Us?
7717990,7719170,Jacob,The letter S
7719830,7726620,Jacob,",Wiggy Teo, Osaka Starling, Pork Waterfall, August Lesbian, Rando79, Primal Hunger,"
7729350,7730780,Jacob,Nikki of Time
7731380,7736740,Jacob,",Jimmy Jam, Cryptid Space, Merlin Hurricane, A Pigeon Daddy, Allegretto, Blink Pop,"
7737280,7750730,Jacob,"Modredastal, Procrasticrafting, Only Moose You Know, JT Barnett, Yash Power 2131, Spooky Kabuki, Sucre Baroque, Cybernetic Crime, Silver to Black, Abap, Abap, Abap, Abap, Abap,"
7751510,7760990,Jacob,"Crit one cal failure, critical failure. The one's like an I, like it's like a number for a letter"
7762090,7768450,Jacob,"TWest, SarahBearBaby, OllyCat24, GenderInnovator, JackAuburn, SuperHumanFoods,"
7769260,7776210,Jacob,",Sleepy Mr. Puddin', Tie Like Tea, Snored, Resident Goblin, Slorts S. Papa Zappa,"
7776940,7780360,Jacob,",Benny4 gifted five subs, thank you, Benny4"
7780970,7783500,Jacob,",ReBebop, Robibobody,"
7784460,7787330,Jacob,"MothMith gifted five subs, thank you MothMith"
7788060,7789170,Jacob,Garden
7790220,7794220,Jacob,"Sorry, sorry to laugh again, this product gave my inner child the people's elbow"
7795330,7796700,Jacob,So specific
7797850,7808360,Jacob,"Garden Variety Necromancer, Yoinkie Zoinks, Twisted Cobalt, Shastadon28, Hannah Na, Avatar Cliffy, Miranda Grace gave out 30 subs"
7809300,7813510,Jacob,"How did I didn't even see that? Thank you so much. Hot damn, 30 subs?"
7814700,7824760,Jacob,"That is a big fat stack. 30 subs for my 30th birthday on Tuesday. Holy shit, happy birthday. And thank you so much. That's incredible, geez"
7826080,7830030,Jacob,",Digit18, WithSyrup, PunishedCrow, SturgeonBay,"
7830600,7837270,Jacob,"Adventure Wren, Becca Anne, Damn Sam I Am, Bognosticator, For The Honor Of Gay, Cold Kinetic Heat,"
7837920,7848030,Jacob,",CatsRibs, ColinMelia, ValeHella, MaliciousMischief, BabySmack, AestheticallyBuy, GiveOutFive, GiftedSounds, oh, thank you"
7848810,7855590,Jacob,",Icky Necko, Yurt Gert, King123Frog, Johnny Guitar, Spencer's Avalanche, Professor Rad, Gifted10,"
7856100,7860130,Jacob,"professorial subs, thank you, Professor Rad, as always"
7861080,7877920,Jacob,"Hazel Cat, Heathcliffisaprat, Optimus Fine, Shadowman1188, Hibernation Dream, A Robots, Fancyfin99, TheNewBehive, TransriteSylveon, TiniestHands, NamelessNoodle, MothMith, CloudClovelierPrimary, Ruthifer,"
7879490,7882000,Jacob,And that is it for that. Let me go back to the top
7885630,7887960,Jacob,"Chubby Kraken, Ancient Arachnid,"
7888840,7890170,Jacob,"OK, I think that is it"
7891160,7894100,Jacob,"Thank you all so much, appreciate all of you"
7894100,7895450,Julia,We're going to raid Onsta
7895060,7902810,Jacob,"watching and hanging, we are going to raid Onsta, say happy birthday to Onsta, but just say happy birthday, not like I said it"
7902810,7909100,Julia,"No, also someone asked what our favorite like Christmas cookie is. I think I'm just a gingerbread"
7909740,7912600,Julia,sugar cookie lady
7913960,7916630,Jacob,"I don't eat cookies, I only eat chicken breast"
7917200,7920590,Julia,"I made sticky toffee pudding recently, it was pretty good"
7920590,7923110,Jacob,"Yeah, she did a great job, it was delicious"
7923110,7925570,Julia,I think that was my first sticky toffee pudding
7927360,7935830,Jacob,"OK, we're going to send you over to Onsta, say happy birthday. We'll see you tomorrow night on Drawfee stream. I think we are playing Mario Wonder"
7936000,7938400,Julia,"Oh yeah, and it's our last stream for the year"
7938030,7944960,Jacob,"And it's our last dream of the year. -So get ready for some yelling at Mario and friends. -Goodbye, everyone"
7944200,7946870,Julia,Bye!
